"Date","Wind Speed(mph)","Wind Dir","Gust Speed(mph)","Gust Dir","Visibility(miles)","Air Temp(°F)","Relative Humidity(%)","Dew Point(°F)","Rain?(y/n)","Rain Rate(in/hr)"
"2018/11/30 11:00 am","10.3","WSW","17.2","W","","39.7","85","35.6","No","0"
"2018/11/30 10:55 am","11.9","WSW","18.6","SW","","39.4","87","36","No","0"
"2018/11/30 10:50 am","11.9","WSW","18.6","SW","","39.4","87","36","No","0"
"2018/11/30 10:45 am","11.9","WSW","18.6","SW","","38.8","90","36.1","No","0"
"2018/11/30 10:40 am","10.5","WSW","16.1","SW","","39","91","36.5","No","0"
"2018/11/30 10:35 am","10.1","WSW","16.1","SW","","39.6","90","36.7","No","0"
"2018/11/30 10:30 am","9.6","WSW","15.4","W","","39.7","87","36.1","No","0"
"2018/11/30 10:25 am","8.9","W","15.4","W","","39.6","88","36.1","No","0"
"2018/11/30 10:20 am","8.9","WSW","15.2","W","","39.6","86","35.6","No","0"
"2018/11/30 10:15 am","11.2","W","19.5","W","","40.3","81","35.1","No","0"
"2018/11/30 10:10 am","11","W","19.5","W","","40.6","83","35.8","No","0"
"2018/11/30 10:05 am","9.6","W","17.4","W","","41","81","35.6","No","0"
"2018/11/30 10:00 am","8.3","W","13.4","SW","","41.4","78","34.9","No","0"
"2018/11/30 09:55 am","6.3","W","13.2","WNW","","40.6","85","36.5","No","0"
"2018/11/30 09:50 am","7.6","W","15","W","","40.1","84","35.4","No","0"
"2018/11/30 09:45 am","7.8","W","15","W","","39.9","82","34.7","No","0"
"2018/11/30 09:40 am","7.4","WNW","11","WSW","","40.3","82","35.1","No","0"
"2018/11/30 09:35 am","7.4","WNW","11","WSW","","40.3","82","35.1","No","0"
"2018/11/30 09:30 am","6.3","WSW","11","WNW","","40.3","82","35.1","No","0"
"2018/11/30 09:25 am","8.1","WNW","11.9","W","","38.8","85","34.9","No","0"
"2018/11/30 09:20 am","8.7","W","11.9","W","","39.4","82","34.2","No","0"
"2018/11/30 09:15 am","8.1","WSW","12.3","WSW","","38.8","84","34.2","No","0"
"2018/11/30 09:10 am","7.8","WSW","12.3","WSW","","38.7","86","34.7","No","0"
"2018/11/30 09:05 am","6","WSW","8.9","WSW","","38.5","91","36.1","No","0"
"2018/11/30 09:00 am","6","WSW","8.9","WSW","","38.5","91","36.1","No","0"
"2018/11/30 08:55 am","5.8","WSW","9.6","SW","","38.7","92","36.5","No","0"
"2018/11/30 08:50 am","5.6","WSW","10.3","WNW","","37.2","100","37","No","0"
"2018/11/30 08:45 am","5.6","WSW","10.3","WNW","","37.2","100","37","No","0"
"2018/11/30 08:40 am","8.3","WNW","10.7","W","","36.7","100","37","No","0"
"2018/11/30 08:35 am","7.6","W","12.1","WNW","","36.7","100","37.2","No","0"
"2018/11/30 08:30 am","8.9","W","12.8","W","","36.1","100","36.9","No","0"
"2018/11/30 08:25 am","9.8","WNW","15","W","","36.1","100","37.2","No","0"
"2018/11/30 08:20 am","10.3","W","15","W","","36.1","100","36.5","No","0"
"2018/11/30 08:15 am","10.3","W","15","W","","36.1","100","36.5","No","0"
